"Iteration","Tke: Residual","Sdr: Residual","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual"
1.0,0.49128513540751356,0.07532357289587717,0.13868366212390826,0.19422453539544748,0.01191485244945601,0.01034633591403596
2.0,0.2426207559223242,1.0,1.0,1.0,1.0,0.9999999999999999
3.0,1.0,0.537657845262273,0.48146133637752764,0.7937596954472035,0.7445773980161736,0.7362774119944274
4.0,0.7402677401868835,0.33953669523051827,0.5245037645580779,0.3902347960877245,0.38031229269466715,0.3618277389418822
5.0,0.4851800001408678,0.20149610769335147,0.5058559737545899,0.392385345032801,0.2606106962879991,0.23533735760945515
6.0,0.31898467899394084,0.6611229942791585,0.46570227137326936,0.21665654737516,0.14739399902009995,0.19454947257830818
7.0,0.2154693340162674,0.41928870701531123,0.3145379686694663,0.20512745793368103,0.11960893564834527,0.169678124667367
8.0,0.1486533554166202,0.27279678014743897,0.21617505485113253,0.1836279941784444,0.11340799959730022,0.15119647101701486
9.0,0.10172331656161841,0.1700714496277679,0.16467021658394726,0.1791703650366373,0.11954172924196516,0.1423470811075185
10.0,0.06822209106293224,0.11456105633298157,0.21636138238938363,0.15785931862386485,0.12696939650895556,0.12608480508553171
11.0,0.04544994344652761,0.07463720975721334,0.1451930534291966,0.16451359371755686,0.1325458869578914,0.11971868390589115
12.0,0.031209190937725558,0.05008892812443133,0.1417022923742387,0.16980462962819085,0.1323160575881979,0.1082342951907518
13.0,0.02354285742379111,0.03277012729294571,0.11125981569333361,0.16963668528273967,0.1326982198646814,0.1087367665133683
14.0,0.019534990148230572,0.02628025469488258,0.12826381000565495,0.16212618349409397,0.133717123526749,0.10654879737845079
15.0,0.01699001742023352,0.015533927999141947,0.10299478568663405,0.1526301809353938,0.1371251572378136,0.10590247355753586
16.0,0.015048935711443343,0.011301515577113853,0.07518755890813414,0.1465245469879942,0.14224515858658238,0.10385966250495267
17.0,0.013423490325930692,0.007647640613641012,0.05636348483821292,0.14663446131467203,0.14807770829214342,0.10605540687710122
18.0,0.012034076201985412,0.012857735511606825,0.0695978963167833,0.15109102050399845,0.1532528095818495,0.10789423554548459
19.0,0.010838652903249153,0.010739774927888239,0.05632229117428116,0.161957904614315,0.15907464691273837,0.10992276143927719
20.0,0.009805418950338103,0.005751810925322005,0.039679173559439035,0.1671730905045438,0.1634261332687081,0.11178826646558714
21.0,0.00889154765265003,0.009974800909886141,0.028365029877946417,0.16970573149973947,0.16871691045427478,0.11417378430180575
22.0,0.008052008977480148,0.007647034245671306,0.037723786263804196,0.16985991315562313,0.17310126166198306,0.116397916188218
23.0,0.007264598839664952,0.004761424451736538,0.03310600017301494,0.1692773011712966,0.1787209858305444,0.11917274278908078
24.0,0.006514082987605569,0.002585681814418141,0.02918160589170131,0.1711819270094678,0.18321022813565724,0.12158417720414329
25.0,0.005799339472092451,0.0015226613999473,0.020705363375007207,0.17453048278250796,0.1880198401894382,0.12409601910345351
26.0,0.005128745713152837,0.0014494241574062774,0.015432522466786534,0.17811726678385378,0.19298710762397692,0.12665527852182645
27.0,0.0045139284379783345,0.0011225187977105034,0.010335574953738562,0.18099388444872833,0.19750699614872813,0.12904946568786893
28.0,0.003964973802084917,6.661824577159405E-4,0.010008646534524024,0.18361544873306115,0.202762721139468,0.13169385841377446
29.0,0.003487532538473762,4.0989701239971596E-4,0.00917026923988324,0.18580656781004978,0.2075729340496775,0.13424005531910074
30.0,0.003078915193941655,3.341462567837506E-4,0.007961688710348941,0.18795434865085514,0.21220586772868585,0.13670209854931764
31.0,0.0027314275909403754,3.2748453866927196E-4,0.007685531697111296,0.19003873674146443,0.2167965831845122,0.13910332519446206
32.0,0.0024354930648848474,3.6402342794192674E-4,0.0077161482450152094,0.19184487622353466,0.22124559996150833,0.141425849906062
33.0,0.0021829016505240466,5.5084677338168E-4,0.007553663643769591,0.19324935201206428,0.2255465408362129,0.14369054936853845
34.0,0.0019663496716026993,8.951942461710205E-4,0.007329219804922249,0.19422952509164682,0.22979299143825405,0.14590538198594413
