"13.4% Span Top: Direction [1,0,0] (m)","13.4% Span Top: Pressure Coefficient","13.4% Span Bottom: Direction [1,0,0] (m)","13.4% Span Bottom: Pressure Coefficient"
0.5303626788833752,-0.4548339554598032,0.6026527910614988,8.936324460028016E-4
0.5305033958418252,-0.4375957860382421,0.6026891846349993,0.0010166079662785909
0.531716340143209,-0.5096782974822608,0.6082713465159425,0.014497791432015142
0.5319072218615177,-0.41677680213343193,0.6098315595117062,0.018368984531227983
0.5347551564332114,-0.37989803762908814,0.6190511349536292,0.03866315514086201
0.5348128631210003,-0.5807808628885764,0.6270216032255652,0.05302579382209359
0.5350506670573549,-0.5854318136461494,0.6351308741724536,0.06280617808101467
0.5372649412487857,-0.3559690552566097,0.6438097845889067,0.07213303554239747
0.5393787697577411,-0.6444064193505559,0.6508586349900536,0.08120030348112833
0.5410452182060391,-0.3261421363685545,0.6588834670226723,0.08845759050792125
0.5448015301284465,-0.6959529095854955,0.6655308085067626,0.09305454784511957
0.5450445813431868,-0.2913850045841065,0.6712709145701763,0.0973769871375417
0.5495496905496661,-0.25682930383210595,0.6791010035474128,0.10374417842983667
0.5516139283195421,-0.7554144646429761,0.6866745415241234,0.1080411960745972
0.5543464818650153,-0.23101055500595677,0.6931779010223149,0.11245761669802114
0.5568473797878801,-0.7887977729604372,0.7024045965073171,0.11829100419966679
0.5579106457211755,-0.202520234280757,0.7092609736568016,0.12185142455657787
0.5633208180124625,-0.16320206908761659,0.7213552137099108,0.1271968984973704
0.5633887980890279,-0.8101350764477029,0.7305252072996737,0.13123428157281475
0.5685121781728845,-0.8329638314950516,0.7399177712296912,0.13505003326985007
0.5695949698416995,-0.1279929635999914,0.7494393116897713,0.13788065463663843
0.5736703542081286,-0.10159724500975986,0.7502290719723291,0.13812564865619772
0.576786233837968,-0.8576330235061114,0.7580017943204743,0.1408101846636105
0.5774669404307786,-0.0812143781188234,0.7613958511144396,0.14186258083890782
0.5818147849932557,-0.06398006739417741,0.765459878604235,0.14326074888773785
0.5844677948670212,-0.8756087806900058,0.7740185065380003,0.1460213315894012
0.5855309889302749,-0.05497023266415761,0.7840982237029467,0.1488371881502776
0.5925738461363466,-0.030002304605439088,0.7934060954424549,0.1513853672106012
0.5927423225627236,-0.8814319756817235,0.7989011890653673,0.15247106123036358
0.5980262926866787,-0.014739513463438854,0.8064644721981058,0.154350306308355
0.6011992302820494,-0.8840882691744137,0.8116556147537264,0.1552986093049819
0.6026527910614988,8.936324460027316E-4,0.8181764458825842,0.15656240794445986
0.6108840076515464,-0.879432129711091,0.8270768082835646,0.1581990231949646
0.6172356866874297,-0.8813274599675731,0.8383853889411168,0.1597261699451233
0.6209873643883268,-0.8802270267840957,0.8501122532044469,0.16084164818433497
0.6227670225464883,-0.8792448292555074,0.8558713198761412,0.1614040072922528
0.6324861734105494,-0.8699653553873811,0.8694393393772909,0.16173798902139616
0.6405845809481403,-0.8556941969658955,0.8766586151046571,0.16119904328738505
0.6462791578807631,-0.8438900919348674,0.8903044912682239,0.1609698799622312
0.6547180074543595,-0.8407789662674178,0.8975812121246293,0.1607702300468386
0.6608065634817561,-0.8324065916704182,0.9062501000228771,0.16011859483743102
0.6688872598762153,-0.8185774464220424,0.9165520538881515,0.15855006179737963
0.6778726995659858,-0.800254383103931,0.9285654523270763,0.156799666697735
0.687272655357254,-0.7866585805501054,0.9363488273675485,0.15698320935345123
0.6984696239733303,-0.7697786175797582,0.9487970188811152,0.15404347843937652
0.7099310829186152,-0.7533353315168005,0.9629507506328477,0.15055629458964784
0.7197880259439239,-0.7395618041850822,0.9771996105928018,0.14695375997056864
0.733026403631235,-0.7202750214811928,0.994629000464531,0.14332802260779412
0.7399105172444944,-0.7083576403779166,1.0103694441174327,0.13977667308409197
0.7502557400195224,-0.690672619273399,1.021583782780625,0.13640509363556014
0.7644508213485037,-0.674784005937825,1.0357863612178415,0.1323200817314803
0.7712059202196934,-0.6666010816180831,1.048112721371936,0.12783800616633154
0.779832817274407,-0.6525305429261887,1.059150765567186,0.12493543950057495
0.7893754273622751,-0.6386756873421353,1.0681201672647809,0.12286311271590583
0.8002686777713303,-0.6295401084607574,1.0817959754118003,0.11775842325546461
0.8012496242530684,-0.6283389232121619,1.0927804158736567,0.11450391408873725
0.8115923053800367,-0.6166018182824432,1.103962424775615,0.11206148352753692
0.824466234342572,-0.6029006455648778,1.1178473699589437,0.10727694611977137
0.8323881500811192,-0.5956895664367626,1.1317662290139945,0.1023220199476309
0.8426345561099341,-0.5834525365473041,1.1343196248227343,0.10134410808233268
0.8539299821623142,-0.5725654378640498,1.143748746290732,0.09792076083564533
0.8609520047895813,-0.5648149680765706,1.1543449920283337,0.09469119517895336
0.8709715070107927,-0.5587705226982873,1.1548332571739255,0.0945422122158499
0.8818239425634067,-0.5484980323129134,1.168201881256154,0.09096012992204554
0.8925101210223336,-0.5401043102224439,1.178875751293325,0.08751230837607551
0.9035547700107727,-0.5323755080443108,1.1953348969845665,0.08088786482916259
0.9182306311230124,-0.5194042511453695,1.1978272943934087,0.0798409449684005
0.9271381994257294,-0.5159601079999431,1.2074045955689765,0.0759983412801524
0.9464988137270062,-0.5067209835149178,1.2159584750743408,0.07318322825255935
