"Iteration","cDp Monitor: cDp Monitor"
1.0,0.9312693498037997
2.0,0.5438301687030533
3.0,0.10026636071557861
4.0,0.06177228218013811
5.0,-0.03720370426071993
6.0,-0.03241751437754963
7.0,-0.02456360329215092
8.0,-0.00792732780145553
9.0,2.5164563093666185E-4
10.0,0.006693777548742231
11.0,0.010951436058821441
12.0,0.01236621923624328
13.0,0.012320195915182974
14.0,0.011774809905820378
15.0,0.010142796600485362
16.0,0.00922462720685248
17.0,0.008561672745438061
18.0,0.007917017099244453
19.0,0.007877776343127174
20.0,0.007918299372583084
21.0,0.008015909388726495
22.0,0.008136033484288851
23.0,0.008171915046272139
24.0,0.008168689252538365
25.0,0.008155230914537698
26.0,0.008138110934296568
27.0,0.008112670684200064
28.0,0.008080073811730691
29.0,0.008039324270091443
30.0,0.007997557150106145
31.0,0.007962997491542603
32.0,0.007933971591701765
33.0,0.007912840416257677
34.0,0.007879257202390941
35.0,0.007867027513919588
36.0,0.00784447455522569
37.0,0.007832645183424728
38.0,0.007809296827904217
39.0,0.007779787301741394
40.0,0.007748073436200215
41.0,0.0077115276280895935
42.0,0.007674522260439417
43.0,0.007629671948993233
44.0,0.007580387414227346
45.0,0.007527271736612646
46.0,0.007472027262170764
47.0,0.0074128674201537036
48.0,0.007354890085954561
49.0,0.007294379098812073
50.0,0.007235875218028545
51.0,0.0071768321576083476
52.0,0.0071165885929987205
53.0,0.007056709168998316
54.0,0.006996583199677976
55.0,0.0069383983772834095
56.0,0.006880926140198547
57.0,0.006824865513483846
58.0,0.006769792957488096
59.0,0.00671579914127889
60.0,0.006663132718779361
61.0,0.006639017038153261
62.0,0.006554032245644285
63.0,0.0065313001591852
64.0,0.006450837489040316
65.0,0.006431024493019756
66.0,0.006358743483287197
67.0,0.0063404855058682074
68.0,0.006272166512341335
69.0,0.006255135570898024
70.0,0.006190420725905994
71.0,0.006174161217863441
72.0,0.0061121010132436536
73.0,0.006096930209150047
74.0,0.006038575972944976
75.0,0.006024209674597007
76.0,0.005969388946142229
77.0,0.005956041419150143
78.0,0.0059042554332582944
79.0,0.005891917647431738
80.0,0.005843716677953876
81.0,0.00583192426839093
82.0,0.005786383148871097
83.0,0.00577502949921742
84.0,0.005731543495048022
85.0,0.005720805033400726
86.0,0.005679360809445635
87.0,0.005669211824072066
88.0,0.005630399627389135
89.0,0.00562084931293984
90.0,0.005584110000444889
91.0,0.005574904261842097
92.0,0.005539371338590339
93.0,0.005530544252726284
94.0,0.0054976012403621915
95.0,0.005489284521624744
96.0,0.005457545629140335
97.0,0.005449578073531315
98.0,0.005419149791252385
99.0,0.005411598909639293
100.0,0.005383060338138165
101.0,0.005376027079107467
102.0,0.005349419754503978
103.0,0.005342717997016615
104.0,0.005317783061761498
105.0,0.005311461380632961
106.0,0.005287601871079793
107.0,0.0052817083969227165
108.0,0.005259706187936539
109.0,0.005254245112114295
110.0,0.005233802851872764
111.0,0.005228801074298749
112.0,0.005209997791330348
113.0,0.005205345295859101
114.0,0.005188074898794049
115.0,0.005183854787844803
116.0,0.005168097811480227
117.0,0.005164170343871838
118.0,0.00514963092935072
119.0,0.005146041757592784
120.0,0.00513277972602987
121.0,0.005129571652846443
122.0,0.005117475018257843
123.0,0.005114554233765226
124.0,0.005103805375742478
125.0,0.0051011448996214365
126.0,0.0050912677354828795
127.0,0.005088943154368326
128.0,0.005080134628930423
129.0,0.005078010404307552
130.0,0.00507027950270152
131.0,0.005068443790717145
132.0,0.005065271063801519
133.0,0.0050564029665683494
134.0,0.005054948584132361
135.0,0.005052496904001672
136.0,0.005045726315518221
137.0,0.005044788293067003
138.0,0.005043044889847342
139.0,0.00503837175800903
140.0,0.005037616143219584
141.0,0.005036068376580579
142.0,0.0050319368030387855
143.0,0.005031488080785799
144.0,0.0050303451453932516
145.0,0.0050273564646209756
146.0,0.005027048822773793
147.0,0.0050262160791682674
148.0,0.005023966779951473
149.0,0.005023891873117263
150.0,0.0050233923900198305
151.0,0.005022003130900572
152.0,0.005022069335155477
153.0,0.005021798127510604
154.0,0.005021045545445406
155.0,0.005021347828768976
156.0,0.0050212665837101374
157.0,0.005021326258162043
158.0,0.00502143701179204
159.0,0.005021273642443381
160.0,0.0050213653033559045
161.0,0.0050215526155349705
162.0,0.0050216786379730025
163.0,0.0050226973987774585
164.0,0.005022926157895452
165.0,0.005023188633919989
166.0,0.0050244063197602985
167.0,0.005024637316150908
168.0,0.005024987340311706
