"30.5% Span Bottom: Direction [1,0,0] (m)","30.5% Span Bottom: Pressure Coefficient","30.5% Span Top: Direction [1,0,0] (m)","30.5% Span Top: Pressure Coefficient"
1.202025652148059,-0.27357030562005874,1.206911852730636,-0.7752010725813248
1.2022142530931172,0.03554643556759299,1.2086785162449205,-0.7698009265923506
1.2032779724919682,0.28423193786522977,1.210516047491907,-0.8393676010751052
1.2038649561053283,-0.4527555232427556,1.213413297071941,-0.8333428006141208
1.2051733856194256,0.3008533526813822,1.2154555084507366,-0.832923450087005
1.2053966600873465,-0.7752010725813248,1.2177638791063705,-0.8511200899687517
1.2068821015255273,0.2805440439784711,1.2197805470831673,-0.8329942797489759
1.2096831196092923,0.2908163105691921,1.2222064081278692,-0.8430261849655597
1.215304492427459,0.25011909161520507,1.2258954039658727,-0.8162141269922772
1.2211390911189834,0.2087198890377671,1.2297162421909824,-0.7973947823836252
1.223902945667191,0.1765313522584376,1.234905796525887,-0.764886099173424
1.2254015363979192,0.1917596264190117,1.241648830984584,-0.7091558757863818
1.2300858963261907,0.17546965145848492,1.2482263697030835,-0.7112740537074118
1.2365691869004816,0.16630171280347936,1.2546982030686082,-0.6809882348331161
1.2434034754691903,0.15952536307648904,1.2621156106454063,-0.65844949774456
1.2510941490831968,0.15693883348911383,1.269430546208341,-0.6363509257588322
1.2593123675465667,0.15213555416350266,1.2760826802314833,-0.6170438757793254
1.267139305708813,0.1419142461828722,1.2809879453573432,-0.5906940326380246
1.2719842905740482,0.14577696590521874,1.2838058511768031,-0.6055616149624578
1.2749157617224478,0.1346432495691818,1.2880913250915158,-0.5749980237893757
1.2779956321753152,0.14188510802345775,1.2915526347525734,-0.5857212645341757
1.282344020826856,0.1268445822646901,1.295460004451518,-0.5613120607503851
1.2881807493832507,0.125383244080061,1.303297373314975,-0.5449970107711889
1.2935657688723154,0.11061486665072778,1.310289001209409,-0.5400749347063235
1.300076528783059,0.10685459555090714,1.317299937299733,-0.5306232345530797
1.3074911905057829,0.08833755522742948,1.3255331863710922,-0.5212747503450156
1.3127989195504264,0.09112502942023348,1.3297774924056323,-0.5022391335320638
1.3166812107042136,0.07124825735503752,1.3324059524326097,-0.5083049898515846
1.3205520992705977,0.07860353445579495,1.3384418377323644,-0.4932685310132417
1.3269812746930327,0.05176993619702032,1.345340250580886,-0.4946871223809712
1.3329401303215889,0.051842312016934275,1.352300751299884,-0.4850182157048138
1.3366408080311567,0.03194632724573366,1.3569813481890105,-0.4713837682112127
1.3404669506661646,0.040563327607078224,1.3600216676634216,-0.47856660377851995
1.3456712981424817,0.015248738628588707,1.3660657284324214,-0.4666109592788067
1.3519484767481118,0.013927324891739354,1.3739483995122683,-0.4626179036103429
1.3574248596538248,-0.001303956753024507,1.3830574218252263,-0.44911421367244114
1.3641926920246945,-0.008470592471948526,1.3919105707888626,-0.44266457937198345
1.3709183241488805,-0.02675436715866069,1.3988174936847548,-0.4424289669876042
1.3763621355435305,-0.026724336496387054,1.4058520015413873,-0.4335960300437766
1.3803874837080938,-0.043136983565332104,1.4136607000882178,-0.42925379427401983
1.383595033510338,-0.04041186914876126,1.419446986961567,-0.4185845320421047
1.388484488343733,-0.052327345066231296,1.423931955253633,-0.42206439154710695
1.3964033414504056,-0.060346271928587554,1.428596182119196,-0.4102892450745633
1.4061827767010857,-0.0689608589687063,1.4349355769794994,-0.4170780916413726
1.4119291178481572,-0.08304373167629259,1.4443064034051205,-0.4028422096921016
1.415654777605967,-0.0800077098444136,1.4528049135098278,-0.3967046555671232
1.4233857629689597,-0.09106691451093327,1.461651708472811,-0.38788427475339093
1.4313094479750648,-0.0943599351571417,1.4736395626493404,-0.37691231348887866
1.438876371074028,-0.0995155228200532,1.4863374078543632,-0.3699968677172019
1.4462791453581185,-0.10392503482405929,1.494060456784207,-0.35690668103940826
1.4530614872144203,-0.10536737665049056,1.5004396176140855,-0.3606301259589919
1.461024847310058,-0.1092324159827818,1.5064435326805818,-0.345895831464748
1.4666041722294858,-0.11059861263744683,1.5125965778243742,-0.3499576851776298
1.4707652715953423,-0.11182759616727667,1.5189793949811277,-0.337533737724518
1.4747121677272108,-0.11066615390939623,1.5230762146953523,-0.34192156052149153
1.479488225767051,-0.11264815438632685,1.5325524937536827,-0.3299954372799804
1.4873073473340148,-0.11401954630490432,1.541468561301543,-0.32816907740908324
1.4954060688436508,-0.1149616294899108,1.546310277488781,-0.31568236491961404
1.5035085854247283,-0.11368615081015075,1.5523357320327023,-0.32048693300086134
1.5126325194261114,-0.11348928931729492,1.562932338630632,-0.3075735208768749
1.5212730627591022,-0.1132487395630426,1.5775200071772333,-0.2996663713274974
1.5314236330235598,-0.11302870885455822,1.5914997112995604,-0.2932218475096569
1.5413553442306158,-0.11267154890967605,1.6023937050913863,-0.28267403884511755
1.549697790379574,-0.11252869176757892,1.6069345121398464,-0.29122499669503565
1.5578362559582146,-0.11286771546122541,1.616628259953174,-0.2772285243426547
1.5665226260921257,-0.11323781216361477,1.631479591825706,-0.2710738531771234
1.5752928429082496,-0.11598864967198805,1.6464375163905831,-0.2627693439790985
1.5852241061166952,-0.11113419596096463,1.6643298618219595,-0.2535376681232928
1.5974851252731836,-0.11231454554750643,1.683197325304507,-0.24662254171322331
1.6068271176471867,-0.11193423527596903,1.7025110805578194,-0.23821647126979115
1.6173181198007294,-0.11255019294764076,1.7207684593386756,-0.23040005388110613
1.6274290933578768,-0.11477249875426174,1.7406984912428198,-0.22219987334179708
1.6369886492285617,-0.11160239697499352,1.7575456023066662,-0.21259425885419622
1.6482307613686937,-0.11308438150640338,1.77108551255216,-0.20864543386884735
1.6570049222462055,-0.11432418130666132,1.7871567838348685,-0.19863941423192852
1.6649237870815088,-0.11409738005239488,1.806439058138487,-0.19061628593323662
1.6745472291328338,-0.11571596464963282,1.8265302610252965,-0.17586758708938804
1.6869130148326934,-0.11542548471118448,1.8460584292232647,-0.16264594300898588
1.7008400928302423,-0.11497392086246365,1.8649563227712762,-0.14809318351514242
1.7150386552529628,-0.11484068637199683,1.8857779716853558,-0.13013698428215953
1.728828818198737,-0.11852287019869492,1.9009411003964787,-0.11704314896900803
1.7418416044894178,-0.1139188967829903,1.9053298116411332,-0.11274392036169335
1.7555028192802835,-0.11241106240384757,1.9189305303793363,-0.09707951218267304
1.771088220739121,-0.11435562471831669,1.93929313905483,-0.07538635412178023
1.7851951034819142,-0.1131918687961915,1.9497065428448772,-0.060356619173097426
1.7965777339865827,-0.11181161495014677,1.9536207845453981,-0.05996663338499925
1.8112264124684516,-0.10755185672042908,1.9608282490595927,-0.046715742171409884
1.8269394045255298,-0.1055406150030099,1.9701823654998165,-0.03554621332400365
1.840483468234995,-0.10313384388605505,1.9790148256166291,-0.022688107834469833
1.8533544491461522,-0.10066699409311367,1.987111632543401,-0.008118337623957871
1.8649065312277031,-0.09689447835395314,1.9961154071699436,0.005038388434982319
1.8761767218063703,-0.09397172482908174,2.005897104337641,0.021294041770603477
1.8864669772094076,-0.09143783976735625,2.0118001472286844,0.029568938643438424
1.892609092928133,-0.08993446937820158,2.0142821830704274,0.03384400949410375
1.8966050270617025,-0.08748151943842032,2.017826303615043,0.04147875939486684
1.9021125668956662,-0.08543211851057213,2.022979430701069,0.04961909481098348
1.9077206770683595,-0.08116661672675766,2.0269820203965256,0.058661110318153326
1.9114502519900882,-0.08314651302625904,2.0307025166563157,0.06261209355308779
1.9163260538475209,-0.07780108337841843,2.034257677567125,0.07175636140737023
1.9208470301193887,-0.07900107760340797,2.0364012905449513,0.07958376855708324
1.9243087319702608,-0.07402582806686168,2.037698742357188,0.07600468719204456
1.9314097184782897,-0.07254117945494273,2.0401187846174516,0.08528626881486286
1.9420075634216492,-0.06373255735702721,2.0417637001927007,0.08230285713527248
1.9527485284884636,-0.06000912795047025,2.043259306383142,0.09163775964867531
1.9630721465300278,-0.049603853049731826,2.044726564151336,0.08874588250801897
1.9730241893458547,-0.04263812670791939,2.046064475331312,0.09721167711599929
1.9808846075466984,-0.032684604915530956,2.047320325544878,0.09480479159335996
1.986991604025987,-0.03174029604585228,2.048577559277742,0.10094899491255588
1.9904020822844892,-0.02334626444999998,2.050686714348119,0.10468674562956028
1.9961748778499753,-0.020740247099573585,2.0528962877163646,0.10855841918941107
2.001626993848194,-0.00836975792797702,2.0550425365682297,0.11176773192742877
2.0050970900177676,-0.010757045445336146,2.0561679155042225,0.11604287627922004
2.0086375783998482,6.094969419183206E-4,2.057199856647544,0.11577194443462221
2.012876868701444,3.767081870477357E-4,2.05922689969782,0.11995232508181672
2.0180020897703534,0.01410064889485181,2.060351380083479,0.12403514004805272
2.020003695704079,0.009417782342233885,2.0609669282172147,0.12291439664667181
2.022898448211709,0.019168512870318514,2.0616847545886805,0.12589210417267838
2.027839367222911,0.028056553695892373,2.06233406247489,0.12448437847742393
2.0325138659597606,0.03783113943952553,2.062998403045198,0.12750987176731376
2.0350293684165885,0.03876859391242598,2.06373268892808,0.127521329712837
2.0369822804372575,0.04685607190065023,2.0647293119485877,0.1302426879011151
2.039013836892174,0.04716815969912038,2.065528440129988,0.13334716125329477
2.0406454820794586,0.0548474247309024,2.066203786560662,0.1329749690387788
2.042779726086861,0.056390595903726304,2.066613875090324,0.13511302763677827
2.0438835815621803,0.06099701956731977,2.067027364761932,0.13468448128626478
2.0457790058808722,0.06536000619566597,2.067611186985909,0.13652692617601192
2.0488356281838245,0.07353289009327618,2.067980253844217,0.13414120743450358
2.0513816147719606,0.08031906266425508,2.0683703948193664,0.14251018620710837
2.053456768358286,0.0827086204520346,2.0688332003785783,0.1421355783937878
2.055599535834408,0.09038719557532958,2.069137728549613,0.14305165607285994
2.057302814331374,0.0933416490720671,2.069378053635271,0.14261873934453334
2.0579442848022493,0.09817613180439001,2.0694385267836504,0.14245216150430637
2.0589905996572484,0.09814864811107428,null,null
2.060679359234795,0.10317908857579201,null,null
2.062196521698759,0.10762981076279061,null,null
2.0634965132090155,0.11250043015629911,null,null
2.064298334842319,0.1125953797009234,null,null
2.064854996325718,0.11776914586489426,null,null
2.065416538426472,0.11802282228714998,null,null
2.0659221203010296,0.12306561893408081,null,null
2.066384237982673,0.12283893568555129,null,null
2.0668912372261237,0.12753737954310612,null,null
2.067300454275532,0.12716859969120164,null,null
2.0677591314525903,0.13053759430674347,null,null
2.068185316548318,0.13185030315791532,null,null
2.0684789530201604,0.13816964908858023,null,null
2.0689532684337513,0.13865774754798366,null,null
2.06924725393968,0.1434604394461667,null,null
2.069359156906092,0.14245216150430637,null,null
