"30.5% Span Bottom: Direction [1,0,0] (m)","30.5% Span Bottom: Pressure Coefficient","30.5% Span Top: Direction [1,0,0] (m)","30.5% Span Top: Pressure Coefficient"
1.2016522255110045,-0.1462973698392129,1.20546248674915,-0.6420773482959461
1.2023990787851135,-0.33451127170079276,1.208361218712122,-0.7790591074648813
1.20277628067523,0.19124509825518549,1.208995813777719,-0.7977325550234607
1.2037796643087062,0.2352288873805553,1.2120362812060952,-0.8221584480051928
1.205330833425543,-0.6358559714668779,1.2147903129377866,-0.8379036301909053
1.20546248674915,-0.642077348295946,1.2161207039636865,-0.8390962395794932
1.2065671069301451,0.29046583424731964,1.2194070542490543,-0.8417492813268311
1.2071970961209093,0.28774277134442106,1.2201540399172806,-0.8390171988817403
1.212169143097675,0.258071144818848,1.2242587763384578,-0.8183248814205835
1.2184398417572426,0.22045085657418262,1.2275320315932874,-0.8038471475238669
1.2238383404807245,0.1923716679381487,1.2319004527886774,-0.7851888324785699
1.2239675508536578,0.1919536085019921,1.2379111402630965,-0.7479651995426356
1.2268355219421803,0.1826397855285724,1.2453865217060711,-0.7178707754483706
1.2333362707102011,0.17136459286317046,1.2510662177000957,-0.6942741051619004
1.2398021030907622,0.16382248239586839,1.2583301884371207,-0.6674472696836793
1.2470048478476183,0.15800933268908585,1.2659010328536917,-0.6438291603675236
1.2551834503187753,0.15299843885981013,1.2729600595629906,-0.6216568961325287
1.2634412847743581,0.14760428864791786,1.2792053008999762,-0.6042474347630142
1.2708373266432678,0.1427453575497063,1.2827705898147101,-0.5955843316200997
1.2731312545048286,0.14077400882174657,1.284841112538896,-0.5901422681175021
1.2767002689400673,0.13768522575998185,1.2913415376441355,-0.5748668404879261
1.2792909954105631,0.1346776920224495,1.2917637318610111,-0.573934823736284
1.2853970462431488,0.127300209847776,1.299156277042025,-0.5588235260845901
1.2909644525233523,0.11974971697330983,1.3074384695879249,-0.5438432018432842
1.2961670852212785,0.11348439931362386,1.3131395328308932,-0.5347171974159202
1.3039859723448395,0.09968134072590713,1.3214603417685726,-0.5227166533557378
1.3109964086667263,0.0884331236891335,1.3296060309736117,-0.510701290476028
1.3146014304341265,0.08194686384317593,1.3299489538376525,-0.5102054567474986
1.3187609909743006,0.0741244984834874,1.3348629510275671,-0.50241048228255
1.322343207566895,0.06674718179483585,1.3420207244371614,-0.4943824901907503
1.3316193418191702,0.048737651329947104,1.348659776724611,-0.48737387948883104
1.3342609188240073,0.043759704329449575,1.355941725875157,-0.4784106852795077
1.3390206972383063,0.034740761068216074,1.358020970502864,-0.4763007256044108
1.3419132040940227,0.02919751313045969,1.3620223648239789,-0.4723224741092872
1.3494293921909408,0.017305885663558764,1.3701090920408636,-0.4641371820770368
1.3544675613052826,0.008106796304301597,1.377787706983673,-0.4566385408490244
1.360382158002367,-0.002768060660084258,1.3883271366667798,-0.44752293807022275
1.3680032260470223,-0.017175601112752417,1.3954940049109454,-0.44165661489768215
1.3738334222507387,-0.02601446597530456,1.4021409824585642,-0.4362769606934595
1.378890848836322,-0.03545589442748663,1.4095630206242105,-0.43009448603174455
1.3818841185798656,-0.04050785751406533,1.4177583795522248,-0.42358462738544256
1.3853059484408103,-0.04656097786338018,1.4211355943709092,-0.42076195578646997
1.3916630282466558,-0.05551651675293902,1.4267283161363566,-0.4166934703733509
1.4011436546541556,-0.06468352975584746,1.4304640481020352,-0.4138547598502838
1.4112218987480158,-0.07713962358690757,1.4394071058569635,-0.4065793801860599
1.4126363369482988,-0.07871879920280342,1.4492057009532773,-0.39772991098033916
1.418673218263635,-0.08528350089726015,1.456404126066378,-0.3926485469958632
1.4280983076742844,-0.09292158507775862,1.466899290879244,-0.3838697481731583
1.434520588275845,-0.09738843205602388,1.4803798344194368,-0.37232456525744057
1.443232153872211,-0.10212533852051989,1.4922949812892896,-0.3629178097508525
1.4493261368440258,-0.10439189203510532,1.4958259322791243,-0.3601369937771105
1.4567968375848146,-0.10666380602972278,1.5050533029490467,-0.3527487075191817
1.4652528570353014,-0.10979330953472288,1.5078337624121168,-0.35068444440942814
1.4679554874236702,-0.1107254794714661,1.5173593932366316,-0.3433485659624283
1.4735750557670146,-0.11148858528752875,1.5205993967256235,-0.3408062612413773
1.475849279687407,-0.11158231032509408,1.5255530326650812,-0.3366819263281293
1.483127171846695,-0.11245635857370273,1.5395519548422845,-0.3255584326257821
1.4914875228213347,-0.11455845399220402,1.5433851677608015,-0.3232327068833165
1.4993246148659671,-0.11375691319736594,1.5492353872167604,-0.3197864607946215
1.5076925559834897,-0.11318002761233711,1.5554360768486444,-0.3149451962070745
1.517572482868733,-0.11336392631830747,1.5704286004126193,-0.3048834936625409
1.5249736426494718,-0.11316425176090203,1.5846114139418472,-0.2963752146594303
1.5378736233976478,-0.11232457249780962,1.5983880086572735,-0.28885043324261506
1.5448370650635839,-0.11236717700239583,1.6063994015254992,-0.28436741283830186
1.5545585156955637,-0.11263117366543388,1.6074696227541934,-0.2837377967047878
1.5611139962208658,-0.11272237636316365,1.625786897152155,-0.2736603795655387
1.5719312559633856,-0.11394070882385049,1.6371722864992568,-0.26792283980761333
1.5786544298531138,-0.1131610028972738,1.6557027462819094,-0.25988844608816575
1.5917937823802764,-0.1122782676700855,1.6729569773620094,-0.25165193148018683
1.6031764681660912,-0.11191070993811178,1.6934376732470044,-0.24305561546448845
1.610477767128282,-0.11216651658033153,1.7115844878686346,-0.23529352772982529
1.6241584724731768,-0.11405593303867122,1.7299524308087166,-0.22721553007688405
1.630699714242577,-0.11377402239525586,1.751444551676923,-0.21743671756191285
