"Iteration","cL Monitor: cL Monitor"
1.0,2.0997260954531405
2.0,1.3276305320674453
3.0,0.4518996928117304
4.0,0.07676578555524886
5.0,0.012470599226638736
6.0,-0.01697471563434186
7.0,-0.01406363658046444
8.0,0.01019290147665474
9.0,0.040789467742237254
10.0,0.08196188749360517
11.0,0.10989365262332136
12.0,0.11664060457656711
13.0,0.12415193178142409
14.0,0.1257792703692041
15.0,0.12637182332553817
16.0,0.12647450612377933
17.0,0.12680354475401412
18.0,0.12808833415885829
19.0,0.13060544837967442
20.0,0.13156493263463812
21.0,0.13687039057322545
22.0,0.13775315785898168
23.0,0.14063817488216881
24.0,0.14399658472362173
25.0,0.1463415511998445
26.0,0.15090904479148667
27.0,0.1522208008050159
28.0,0.1553633283082481
29.0,0.15651812573260312
30.0,0.1592241207637696
31.0,0.1603817027661387
32.0,0.16311219283590997
33.0,0.1640845319874848
34.0,0.16583699559464704
35.0,0.16748550606402926
36.0,0.16894858934421952
37.0,0.17020998380854413
38.0,0.17138710717482405
39.0,0.17252713533999817
40.0,0.17361131077096206
41.0,0.17465532400587713
42.0,0.17564918211515226
43.0,0.17657336093208068
44.0,0.17743084749804455
45.0,0.17822686780506344
46.0,0.17896083746138183
47.0,0.17963502402557036
48.0,0.1802730848644136
49.0,0.18086778857715238
50.0,0.18109472612295774
51.0,0.18210994802438613
52.0,0.18228058800391073
53.0,0.18290465093257177
54.0,0.18309851312108075
55.0,0.1837746642028487
56.0,0.18394514481061594
57.0,0.18452344727262018
58.0,0.1846670172631717
59.0,0.18513690828288246
60.0,0.18524883049189542
61.0,0.1856239771998311
62.0,0.18571337174703045
63.0,0.1860264801992879
64.0,0.186107162593225
65.0,0.18638906449364778
66.0,0.18645966642792614
67.0,0.18671385156261813
68.0,0.1867798683307142
69.0,0.18701154759507152
70.0,0.18706720091115836
71.0,0.18727417143523387
72.0,0.18732371770094866
73.0,0.18750854043863457
74.0,0.18755212537439406
75.0,0.1877160610497701
76.0,0.18775563241728374
77.0,0.18791169004312971
78.0,0.1879505354567502
79.0,0.18810001798073667
80.0,0.1881368605150031
81.0,0.18828033769639466
82.0,0.18831867930651852
83.0,0.18845858547472402
84.0,0.188495759795007
85.0,0.18863326010688033
86.0,0.18867028693155294
87.0,0.18880744963912016
88.0,0.18884409097233534
89.0,0.18897731072093868
90.0,0.18901425004323444
91.0,0.1891480767158698
92.0,0.1891847710770135
93.0,0.1893181692988008
94.0,0.18935500157210242
95.0,0.1894836610141239
96.0,0.18952042286191548
97.0,0.18964880311002502
98.0,0.18968698772625628
99.0,0.18981555510046827
100.0,0.18985262614907736
101.0,0.1899062403096724
102.0,0.19007205318229428
103.0,0.19011211568465208
104.0,0.1901647583367427
105.0,0.19032943842080546
106.0,0.1903692064624137
107.0,0.19042053474768025
108.0,0.19057837753453083
109.0,0.19061792392273194
110.0,0.1906692656013924
111.0,0.19082709336481252
112.0,0.19086729800738922
113.0,0.19091891840907102
114.0,0.1910814340717794
115.0,0.19112286486423616
116.0,0.1911752992711666
117.0,0.19133832683598112
118.0,0.1913805479138893
119.0,0.19143348308118222
120.0,0.19159988436063405
121.0,0.1916152654350711
122.0,0.19167784605191535
123.0,0.191867748233743
124.0,0.1918836464790308
125.0,0.19194634831856028
126.0,0.19213762726014907
127.0,0.19215336794871632
128.0,0.1922153044301453
129.0,0.19240132767956056
130.0,0.1924165398896209
131.0,0.1924766544146557
132.0,0.19265775570155044
133.0,0.1926728065750735
134.0,0.19273131120711828
135.0,0.19290706105070446
136.0,0.1929217421566018
137.0,0.19297960242988393
138.0,0.19315713158853431
139.0,0.1931721247578877
140.0,0.19323087794091268
141.0,0.19340929078344
142.0,0.1934234181508095
143.0,0.19347880527448785
144.0,0.19364868315119507
145.0,0.19366263327582592
146.0,0.19371661006826923
147.0,0.19387980854043144
148.0,0.19389332868826886
149.0,0.1939468492632388
150.0,0.19410934966803634
151.0,0.19412235575233897
152.0,0.194173904763039
153.0,0.19433312518095155
154.0,0.19434538924029998
155.0,0.19439397865714925
156.0,0.19454298469850578
157.0,0.19457506166980937
158.0,0.19461404177929906
159.0,0.19474101752580963
160.0,0.19476991556929435
161.0,0.19480633338394285
162.0,0.19492917327723094
163.0,0.19495765957099065
164.0,0.19499364402714997
165.0,0.19511441717657613
166.0,0.19514165057791094
167.0,0.19517692131030887
168.0,0.19529350196332299
169.0,0.19531949125695539
170.0,0.19535353113682086
171.0,0.19546461982618232
172.0,0.19548875521973594
173.0,0.19552072720020996
174.0,0.19562647580211193
175.0,0.1956496412099678
176.0,0.19567928108864494
177.0,0.19577795033984177
178.0,0.19579986096991764
179.0,0.1958281888276908
180.0,0.19592353407331659
181.0,0.19594418649728937
182.0,0.19601617714385308
183.0,0.1960341355277852
184.0,0.19610010112227316
185.0,0.19611739194437983
186.0,0.19618212111636285
187.0,0.1961990941236066
188.0,0.1962664898095951
189.0,0.19628368351794898
190.0,0.196348655062348
191.0,0.19636533192775135
192.0,0.19642921393379423
193.0,0.19644507746119777
194.0,0.19650508620971263
