"Iteration","Tke: Residual","Sdr: Residual","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual"
61.0,2.607104415648651E-4,1.9617557716711954E-5,0.00647987812674151,0.15133130860374439,0.24027532153608902,0.15337249442787346
62.0,2.4533362783170874E-4,1.8681705387823655E-5,0.006387842931644724,0.15120573596604303,0.23915539070134167,0.15327130245680676
63.0,2.3102354925053152E-4,1.6264385523745813E-5,0.006305331272487814,0.1510781175763027,0.23799377886530748,0.1531532051597692
64.0,2.1772217712360962E-4,1.789554400912122E-5,0.00622498765997171,0.15095108788714173,0.2367876118544305,0.15302356388735633
65.0,2.053449785090608E-4,2.289128311633069E-5,0.006141187765824866,0.1507727352406994,0.23554554908419548,0.15288318859325944
66.0,1.944420917364834E-4,1.8314892678874272E-5,0.006070943947558476,0.15051972632693647,0.23431046747632034,0.15271639235694853
67.0,1.8328926925976393E-4,9.457509136652191E-6,0.0060062659721211165,0.15014172301450163,0.23294145061237417,0.152543997996451
68.0,1.7364700547003583E-4,7.804297631650952E-6,0.006156766749189408,0.14991879376128442,0.23188828055507493,0.15235570735839452
69.0,1.6403672732558973E-4,1.0145221788072207E-5,0.006067089454298004,0.14943555477031134,0.23051102544674126,0.15213195709677949
70.0,1.5600931779222377E-4,6.755071874002971E-6,0.006052067469808464,0.14909834680506825,0.22938202461290333,0.15187605398717438
71.0,1.477326235439778E-4,7.4631474419903215E-6,0.005928582657680147,0.14858829658249342,0.22792863651712542,0.15167195398810723
72.0,1.4051932197329864E-4,7.180320557164018E-6,0.0060026748403420125,0.14822211723175338,0.22685799246248559,0.1514545950453529
73.0,1.3334555969679013E-4,1.0466121415246176E-5,0.005948788020941053,0.14762823757123195,0.2254477242306014,0.15118907129972214
74.0,1.278043465810377E-4,8.807875188052826E-6,0.005975768756366574,0.147140710621658,0.22431774461363277,0.15089117557295953
75.0,1.2125179406476023E-4,9.339569313619656E-6,0.005851796194305191,0.14649544274320722,0.22286049251112003,0.15061733644071526
76.0,1.1640745493833696E-4,8.384236087623121E-6,0.006039990026462448,0.14598507057902663,0.22178836993898568,0.1503152284154424
77.0,1.1032332805512367E-4,1.032518017364843E-5,0.005781223890835317,0.14530180937963727,0.2203330707952919,0.15000929593446774
78.0,1.0596461297344592E-4,1.0002400776567822E-5,0.005936132586559198,0.14475769357819185,0.21926598654920834,0.1496830954585014
79.0,1.01397037841073E-4,1.0381925679387314E-5,0.005708708780368876,0.14406656977042046,0.21778401560246485,0.14934224494288875
80.0,9.76506350764191E-5,1.1180911334798724E-5,0.005800921757114101,0.14354117291435559,0.21667585525001448,0.1489895162557704
81.0,9.330985110595817E-5,1.188096020656028E-5,0.005585925827354599,0.1428882225300406,0.21516139211820504,0.14862888488165038
82.0,9.002770939836642E-5,1.0240761787747993E-5,0.005657407438598043,0.14238395787307792,0.21404466715982673,0.1482582693369249
83.0,8.677348140243078E-5,1.1356896978455163E-5,0.005475900825643284,0.14173834400942148,0.21252982477233764,0.14786943626136803
84.0,8.471406360697143E-5,1.2753953777461772E-5,0.0055405027488540605,0.14123368880142148,0.21141165299135292,0.14748257553994487
85.0,8.201884477972218E-5,1.0850183451831093E-5,0.005368642579865649,0.14057828200433137,0.209867008761958,0.14707016473303083
86.0,8.05202971601591E-5,9.604069453544099E-6,0.0054280874869345914,0.1400518968186169,0.20872347181122894,0.1466519748217195
87.0,7.888366065771985E-5,1.0349248228382905E-5,0.005282497691670574,0.13940607139687972,0.20714410139374487,0.14620400020793772
88.0,7.776096667745438E-5,9.530202015731075E-6,0.005340785072045903,0.1388718668544863,0.20599075431626512,0.1457537591396503
89.0,7.65617649702712E-5,9.206437457601967E-6,0.005209677404028677,0.1382155059763758,0.2043874628764597,0.14526399311682817
90.0,7.580712457289268E-5,9.216635759544574E-6,0.005263385262916194,0.1376904135711412,0.2031868391252715,0.1447794285475649
91.0,7.490102587694869E-5,9.093634559204294E-6,0.0051334718156093185,0.13703759914830763,0.20157361153502476,0.1442614542182781
92.0,7.437652867813256E-5,8.577537508872905E-6,0.005177657871654155,0.1364912933879978,0.20038693289066,0.14374494167239946
93.0,7.36965644767974E-5,8.0447008912994E-6,0.005070354765284089,0.13581279282916417,0.198728238393022,0.14318474506958237
94.0,7.331631741494195E-5,7.096178367982166E-6,0.005122385420897976,0.13523872949629573,0.19747443884002241,0.1426275229375615
95.0,7.279958438328027E-5,5.691743648505276E-6,0.005028758941853477,0.13453973034018643,0.1957912454993002,0.14202010941459892
96.0,7.252926685106385E-5,5.2804813926746E-6,0.005063350856136492,0.1339438354935295,0.1945274619549486,0.14141825575341488
97.0,7.163312260175489E-5,5.873052076740547E-6,0.004976733280129791,0.13321930002939783,0.1927804565399458,0.14077152634965648
98.0,7.152558246640328E-5,6.700016736387849E-6,0.004991327592224175,0.13259217927650754,0.19146074392443513,0.14012801511313752
99.0,7.116427035557302E-5,6.948939586625176E-6,0.004907774158906474,0.1318440286694762,0.18965840344375295,0.13944759687788905
100.0,7.096415615305095E-5,6.052025128091132E-6,0.004919676036963089,0.13119460604203162,0.18829804475315623,0.13877992615663057
101.0,7.054439173795072E-5,6.171202037497275E-6,0.004845843939227565,0.13041990937075956,0.1864477028410622,0.13806847779602147
102.0,7.02635086144658E-5,7.23699404754499E-6,0.004849458763022681,0.12975119195169893,0.18504080575090964,0.13737132013773445
103.0,6.974067036736084E-5,8.639705097094496E-6,0.004791706409344514,0.12895617687032238,0.18313492802280076,0.13662436454860008
104.0,6.93768517130488E-5,7.08861303628659E-6,0.004784656710558552,0.12828057295096015,0.18165926686331826,0.13589660053297037
105.0,6.87749515044895E-5,5.845856701877986E-6,0.0047326911427370884,0.12750381122927054,0.1797073364816042,0.13512470581692557
106.0,6.833082510437346E-5,6.012134808722363E-6,0.004725451090566973,0.1268595195901719,0.17816998048346722,0.1343799921780565
107.0,6.763172972186036E-5,6.708599469344636E-6,0.004698303329434458,0.1261069022343693,0.17615359524745713,0.13359274146616054
108.0,6.711985917833996E-5,7.176263522200592E-6,0.004673666352386767,0.12548169337399714,0.17457653550170352,0.1328184802487936
109.0,6.63986081132138E-5,6.96570715293686E-6,0.004638899988219585,0.12474698331560032,0.17251645048902506,0.13200413269918737
110.0,6.583559208655162E-5,7.347034645667435E-6,0.004598168791823402,0.12414408957118685,0.17089004722580778,0.13120451914040895
111.0,6.503579818099145E-5,8.022730812359539E-6,0.004575781795856886,0.12345578270521125,0.16879804281347674,0.13036631178819943
112.0,6.441061320945033E-5,5.583947968661337E-6,0.004538437237083198,0.12289643203278408,0.16712973458216462,0.12954506020221318
113.0,6.361310046815119E-5,4.9475807414848605E-6,0.004524844121384219,0.12222317984199649,0.16498785045871847,0.12868958380144616
114.0,6.300826443691585E-5,4.641611643486974E-6,0.004489793635042603,0.1216672923683925,0.16327170605186458,0.1278338643574195
115.0,6.23226778154367E-5,3.80903200959171E-6,0.004475389814724126,0.1210036355288284,0.16108476007213782,0.12694346187910185
116.0,6.142388375141211E-5,3.4652771100199958E-6,0.00428763189061444,0.12041912812889004,0.15907066820582427,0.12604260495947098
117.0,6.074901367333457E-5,2.37777869948467E-6,0.004424074610332529,0.1199292322244658,0.15742930874552316,0.12512838410890542
118.0,6.000263967992709E-5,1.997563580586487E-6,0.004377251200583264,0.11927502267749195,0.1551305815726319,0.1241859486786243
119.0,5.9059838522316806E-5,2.4325900190517314E-6,0.0042090882141585005,0.11869044593843459,0.15300611015599427,0.12323321638734308
120.0,5.84091186353457E-5,2.003102455546665E-6,0.004302772522097374,0.11820131321018007,0.1512677701985095,0.12226391840702966
121.0,5.767753013212927E-5,1.8931939666917787E-6,0.0042840251988720485,0.11758299358843712,0.14890829132546476,0.12126590681054478
122.0,5.6748552562692535E-5,2.329962292030622E-6,0.0041348646117806385,0.11704072739530089,0.1467301305148712,0.12024433935695342
123.0,5.608544939637745E-5,1.9332257806446665E-6,0.004211477843489184,0.11657461835630607,0.14492765553371947,0.11919994474934471
124.0,5.531839495026765E-5,1.823121379565312E-6,0.004183197070402371,0.11597542766961107,0.1425198609981903,0.11812799719281948
125.0,5.430899289434862E-5,2.245433766897742E-6,0.004036342865362087,0.11543296326665042,0.14029688675711727,0.11702969564099643
126.0,5.354409000873064E-5,1.8723230648584106E-6,0.004118432207418176,0.11496539509541326,0.1384203724287614,0.11590412797232068
127.0,5.2720638815907904E-5,1.7606426820135622E-6,0.004102563804150541,0.1143769218205988,0.13595106351263367,0.11474960384707734
128.0,5.166842640185566E-5,2.1689966606540344E-6,0.003953884390714513,0.11385261147644746,0.1336576119772493,0.11355581939652656
129.0,5.087986466184737E-5,1.8101691698662309E-6,0.004014838890214395,0.1134169999693739,0.1317157096378244,0.11231876206954572
130.0,5.002768119030064E-5,1.692111599919917E-6,0.003985499309207712,0.1128514054547268,0.12919650010963643,0.111051978268874
131.0,4.8978863090387386E-5,2.088632631229158E-6,0.003841411068718313,0.11232435621546909,0.12685385041001843,0.109742382177036
132.0,4.821057607399848E-5,1.751611981349502E-6,0.0039036462968975957,0.11187744246021511,0.1248278411499095,0.10837810680715171
133.0,4.73840953985891E-5,1.6294319634502974E-6,0.003869542162191189,0.1112863464081618,0.12224295903263016,0.10697831378861689
134.0,4.6404340049875626E-5,2.023819413860328E-6,0.0037246147297898594,0.11072538748446038,0.1198373329492656,0.1055292953608592
135.0,4.5705793843376055E-5,1.695900794101046E-6,0.003784329965507753,0.11020964707865705,0.11772672424755744,0.10400250499758305
136.0,4.492906929927065E-5,1.5726581051497927E-6,0.003756034146220563,0.10951827940297791,0.11506352268243764,0.10243693485817061
137.0,4.39495753500437E-5,1.959667572464627E-6,0.0036362034284542744,0.10884476879240337,0.11258918745911518,0.10080112402186997
138.0,4.3265877148164927E-5,1.6484449320193476E-6,0.0037028688590504044,0.10819706551249528,0.11039994514673278,0.09908529153354532
139.0,4.252279627985515E-5,1.5221988585364303E-6,0.0036667667580921113,0.1073250806969792,0.10764748868635299,0.09731659991371219
140.0,4.156833394595284E-5,1.896308973757408E-6,0.003531213718560027,0.10643191038419762,0.10508494659962464,0.09546848168482783
141.0,4.0902657555742965E-5,1.6016572800624474E-6,0.003584602862575512,0.1055315682204224,0.10278621246700351,0.09352636868022421
142.0,4.023139468783268E-5,1.4693050035326172E-6,0.0035237678613161127,0.10437480806308018,0.0999338420204216,0.09150015952762537
143.0,3.937515470263768E-5,1.843477377378534E-6,0.0033791180515743814,0.10316210284367881,0.09726206541503342,0.08938124629635522
144.0,3.87915843164809E-5,1.562910003412131E-6,0.0034269831608157828,0.10188935653801545,0.09481982772119979,0.08716652784787016
145.0,3.816195711506481E-5,1.421571165645819E-6,0.003360124022449007,0.10033188272060665,0.09184483417251299,0.08484901878327046
146.0,3.7371065214882016E-5,1.7891299099555162E-6,0.0032120914247323563,0.09870323423823575,0.08904150126659507,0.0824427352752017
147.0,3.684933210456219E-5,1.51070070129378E-6,0.003252738889018747,0.09697664633305272,0.08647116975599638,0.07995494422330854
148.0,3.6277903871152734E-5,1.3727064854301942E-6,0.003182895191127638,0.09497509050761595,0.08336936487678549,0.07733953857749554
149.0,3.550844711716724E-5,1.7377647344542645E-6,0.0030480245150842733,0.09289558040826601,0.08047026485230353,0.07463675027833264
150.0,3.502123166278699E-5,1.4745052661863628E-6,0.0031001950594953458,0.09072748715445597,0.0777640200532319,0.07190128329143457
151.0,3.447592010880454E-5,1.3307497270918415E-6,0.0030254360173367183,0.08834239232415679,0.07453037573742859,0.06903305624030363
152.0,3.373942129020894E-5,1.7015260611691765E-6,0.0028864511556113246,0.08592635290914981,0.07149576653973404,0.06611877838128358
153.0,3.325967493873476E-5,1.4285244140365713E-6,0.002925891811678716,0.08344815340833261,0.06864609314481496,0.06321924673347383
154.0,3.27278632221372E-5,1.2910813618841462E-6,0.0028354058582725572,0.08083712951340784,0.06536140405808359,0.06020357004648073
155.0,3.2033726253645414E-5,1.6461639309537875E-6,0.0026853616247278834,0.07822557124254113,0.06229263300434216,0.057187784924231766
156.0,3.1598978778243863E-5,1.4052564641073152E-6,0.0027173093218193344,0.07559470870842086,0.05940202521052766,0.05424083820555272
157.0,3.114999762452122E-5,1.2557313509209509E-6,0.002619946065578082,0.07294470217571779,0.056149096561009026,0.051217064401534514
158.0,3.054048339955814E-5,1.6093466975487527E-6,0.002475572733165597,0.07034997053353556,0.053131840714178424,0.04825572962223294
159.0,3.018503528566196E-5,1.3594290382266382E-6,0.002498681048251084,0.06780294828008125,0.05029993354587465,0.0454215311023157
160.0,2.9775779743676103E-5,1.2186176811475482E-6,0.0023880096599905713,0.06533282806639605,0.04720961781350778,0.04257391939253602
161.0,2.9181496448424783E-5,1.5638726995965106E-6,0.002236415860382147,0.06297380942047347,0.04435620314155935,0.03984204464861641
162.0,2.8836460340475892E-5,1.3305994253106675E-6,0.002259991289742162,0.06072186965135775,0.041693969793419106,0.03727547321385086
163.0,2.84574264388116E-5,1.1851969823283857E-6,0.0021512139392919705,0.05861651642948347,0.038875365659033496,0.03475202280254973
164.0,2.7918681559853368E-5,1.5373152207846354E-6,0.0020090106572373686,0.05666721911310992,0.0363066609052357,0.03238172641839406
165.0,2.7613767114504668E-5,1.295266225966681E-6,0.0020436570935082,0.05485073655214236,0.03393260407024263,0.0301961671422604
166.0,2.7281687163534572E-5,1.146260462632391E-6,0.0019252234804294686,0.05320334378784161,0.0315023726154136,0.028093818733407907
167.0,2.679260427987804E-5,1.4953853907719613E-6,0.001785712505025288,0.0516957417977221,0.029316226832665857,0.026159436376525947
168.0,2.654086575739894E-5,1.2648053792656055E-6,0.0018247022381603602,0.050321248816287606,0.02732652604245783,0.024398698203620672
169.0,2.613750275680848E-5,1.2564042515004032E-6,0.0017154306194840608,0.04906822361205117,0.025349931110835392,0.022737401115785375
170.0,2.5893384443911324E-5,1.2345691234517889E-6,0.001663344655046627,0.04792656952307052,0.023642182548044656,0.021236820446372418
171.0,2.549454752814692E-5,1.2710697175288295E-6,0.00156913575056975,0.04688346017897319,0.021971409526571693,0.019842314838186867
172.0,2.527106822146888E-5,1.2066724584443347E-6,0.0015243605443320772,0.04591717400727609,0.020553407781529847,0.018588390782795713
173.0,2.4894513402227682E-5,1.2497488044776182E-6,0.0014372048873174477,0.044995379458078424,0.019184303775554155,0.017428691774117683
174.0,2.4677767058304008E-5,1.1681027058773962E-6,0.001409797389038257,0.044122482649397096,0.018037648383233015,0.01638264265592795
175.0,2.430504878726939E-5,1.2486045979993725E-6,0.001323903591088114,0.04325182550103053,0.016938323047620572,0.015415521240231636
176.0,2.4087633948410102E-5,1.1566773303725679E-6,0.0013087867836770338,0.04241527810450675,0.016026052215969686,0.014542558948185437
177.0,2.3724095523601692E-5,1.223222595217119E-6,0.0012277827367306161,0.04155079149493364,0.015153318151554088,0.013734262022839075
178.0,2.352371483915411E-5,1.1480637842421532E-6,0.0012176855260793925,0.040702001860583745,0.014435840297242705,0.013003954829533492
179.0,2.3186859560943532E-5,1.2000205391858577E-6,0.0011491335183330697,0.03981111576405872,0.013739549046587122,0.012320601888785185
180.0,2.299879899484318E-5,1.105403770829306E-6,0.0011433679060318283,0.03892015148369055,0.013182846799463245,0.011705372069522463
181.0,2.2661049115603507E-5,1.1812844298178581E-6,0.0010756323129776778,0.03796007551853221,0.012619298712308255,0.01112059559739832
182.0,2.2457911468764713E-5,1.0897734205374749E-6,0.0010745052447939786,0.037009321939278576,0.01218466097765714,0.01059226833914979
183.0,2.21352604747107E-5,1.1656281431049415E-6,0.0010187051153051796,0.03598448958254685,0.011728142697353882,0.010086293837558389
184.0,2.196152981084196E-5,1.0794097301091327E-6,0.001021273787056712,0.03497197865722187,0.011388003263514905,0.009634806124665616
185.0,2.165954974536905E-5,1.1473755716644794E-6,9.737587930370458E-4,0.0338962194626276,0.011009381149025875,0.009189393772039017
186.0,2.1479036901200722E-5,1.0563442593298252E-6,9.757062806125647E-4,0.032828423836835714,0.010746665530733465,0.008793794607578675
187.0,2.1181097085211008E-5,1.1116996714315945E-6,9.315728284718629E-4,0.031705122268383915,0.010425173970476532,0.008400412140093908
188.0,2.0996731199194322E-5,1.0117826008155995E-6,9.301309791078723E-4,0.030602211791871205,0.010204902873292008,0.008058507910067788
189.0,2.0717055841061482E-5,1.0955744253741262E-6,8.946373116708359E-4,0.029468411887973486,0.009933914969095781,0.007712508811087418
190.0,2.0543703844235983E-5,9.958366093331867E-7,8.975724570288232E-4,0.028374168348551703,0.009759900598033127,0.007421562161102777
191.0,2.027194396468837E-5,1.0793679361219473E-6,8.632966373749056E-4,0.027255417168515622,0.009522113588007253,0.007119927052639673
192.0,2.0102719158050197E-5,9.818034916868649E-7,8.644924307256946E-4,0.026180515193505453,0.00936466008793661,0.006872487584010704
193.0,1.984436503951848E-5,1.0409079972173819E-6,8.377997814477405E-4,0.02511581235236708,0.009161450901597267,0.006617595543362311
194.0,1.9676482730872798E-5,9.475177865605681E-7,8.400252321597026E-4,0.024111861271845118,0.009027140759432317,0.006411819930151718
195.0,1.9423509831378402E-5,1.01596665052227E-6,8.126351518887956E-4,0.023113072133661917,0.008842696883261003,0.006201792228102176
196.0,1.9259634501621077E-5,9.148446163364965E-7,8.12683919930813E-4,0.02218525562843342,0.00873243740748488,0.0060422968546314975
197.0,1.9024419612711862E-5,1.0021917509504013E-6,7.908682826366207E-4,0.021275944905980285,0.008576731550259974,0.0058728423697684395
198.0,1.887022509982683E-5,8.988232935472841E-7,7.904826004438758E-4,0.02044097596036633,0.008480137491819625,0.005746677569283535
199.0,1.8648610703553423E-5,9.641549347204039E-7,7.696644323210957E-4,0.019624516339210907,0.00833731634612223,0.005613513993403986
200.0,1.8498722072818636E-5,8.844280804435537E-7,7.691455132614596E-4,0.01888542443683197,0.008251670166183896,0.005517411649559485
201.0,1.8279949298814367E-5,9.438238206595343E-7,7.499907111991193E-4,0.018166738197876762,0.008125222586717756,0.005418284406256429
202.0,1.81234410851963E-5,8.472653124664142E-7,7.50352428882193E-4,0.01750778068409767,0.008052739444540716,0.005346017410020777
203.0,1.790726031926861E-5,9.224210363996656E-7,7.395487899738085E-4,0.016874395590827724,0.007950921177872713,0.005271526860893309
204.0,1.7748155376327117E-5,8.262340266230876E-7,7.428437132073183E-4,0.016294219970365214,0.00789484406345464,0.005225339861125335
205.0,1.75398027470964E-5,8.895533033495902E-7,7.271509286687388E-4,0.015738020957137187,0.007800361992502703,0.005168479943534734
206.0,1.7384820851436273E-5,8.141451232385456E-7,7.300085853505441E-4,0.015250847531540114,0.00774026480591063,0.005131054111399945
207.0,1.7180906968585787E-5,8.652707653110611E-7,7.101211071997429E-4,0.01475970574228967,0.007664476651031376,0.005086773653524987
208.0,1.7026646079031785E-5,7.862462045164398E-7,7.158235858470738E-4,0.01432299338937651,0.00762581959962887,0.005055670236862747
209.0,1.6828736842154612E-5,8.43715525189741E-7,7.070450543474075E-4,0.013904199333004151,0.007548994438681477,0.005020700109523745
210.0,1.66727996063492E-5,7.610736485377787E-7,7.163739645871527E-4,0.013526629657568214,0.0075109135623084265,0.005001527778643968
211.0,1.647605588030413E-5,8.151949311572945E-7,7.031275426473958E-4,0.013154808560215659,0.007440093657470148,0.004975208787838502
212.0,1.6317410543578527E-5,7.460425906680596E-7,7.095624957769147E-4,0.012830816323170728,0.007398330296715833,0.004950769062206051
213.0,1.6125936394115228E-5,7.890920674081797E-7,7.023116347457824E-4,0.012495303909416125,0.007337518915851551,0.004927453913722823
214.0,1.596790853182562E-5,7.228175735083982E-7,7.005968125812373E-4,0.012203734115989863,0.007306379696492441,0.004910206674650515
215.0,1.577490770748448E-5,7.62289890446909E-7,6.909104986306004E-4,0.011894910179587827,0.007240008914760491,0.004890113021165488
216.0,1.5614827954555996E-5,6.967145563188499E-7,6.933112083283017E-4,0.011635393291738157,0.007210110320818449,0.004872857973558486
217.0,1.5426102165461662E-5,7.371758003499171E-7,6.888358676377275E-4,0.01138038704257381,0.007152624565667858,0.004852634505638161
218.0,1.5267662141710258E-5,6.796489353618412E-7,6.907850296994112E-4,0.011127651646111845,0.007102863658878819,0.004838686812441811
219.0,1.5084677437525055E-5,7.167817036524807E-7,6.806222443668389E-4,0.010885998401456176,0.007054739945153583,0.0048185139977550175
220.0,1.4927637699203501E-5,6.590942921588136E-7,6.825726834639594E-4,0.010682334692770907,0.007015624692915715,0.0047976053229405345
221.0,1.4748612673673586E-5,6.915110517760587E-7,6.762158522660402E-4,0.010464711378623075,0.006956663626617358,0.00477870908208967
