"13.4% Span Top: Direction [1,0,0] (m)","13.4% Span Top: Pressure Coefficient","13.4% Span Bottom: Direction [1,0,0] (m)","13.4% Span Bottom: Pressure Coefficient"
0.5305734873161996,-0.019611004812996265,0.605687541564127,0.07060143392685447
0.5313359024061841,0.0015495561838342095,0.6126775727193001,0.07256107123182351
0.5315365056987063,-0.041505940952227274,0.6212895193594729,0.07339188550755596
0.5337702231235828,0.017339143386088936,0.62595184630726,0.07272894365504863
0.5342413153464247,-0.07375125187477218,0.6322951151315694,0.07400084116872457
0.5380864487350239,0.02938683597980198,0.6431697131471752,0.07503664437244072
0.5384440735232568,-0.11081633436925459,0.6530170792734775,0.07415195684929698
0.5438921830444742,0.055615492795519354,0.6613040211564012,0.07630700427167342
0.5439187005305077,-0.14361350700161496,0.6688023007427004,0.07837938440306653
0.5493591847708372,0.049504696495188356,0.6740281776345112,0.07750970445281123
0.5504388866649419,-0.17448172909656554,0.6778855012713846,0.07854534493283964
0.5553006208574672,0.06408145661297879,0.6827050390182938,0.07776744821976495
0.5576483822730001,-0.20396827533673326,0.6869454816096252,0.07673617314344372
0.5621735577596305,0.07036407366566184,0.6913967928216632,0.07907376861939051
0.5650679018324671,-0.23207008039025442,0.6958058486543548,0.07773479344183294
0.5685202268623792,0.06922335190699341,0.7006594544082261,0.07854580375637182
0.5724322490495615,-0.2509180272832487,0.705038775439637,0.07676382656586322
0.5747142745827556,0.06940313433948243,0.7100075002582468,0.07964278476559794
0.5789939067994718,-0.27158389957442036,0.7148467352527322,0.0757754280822912
0.5810235236008842,0.07016408744125002,0.7196407863292786,0.07628029293181994
0.5856922459566068,-0.28748615316695586,0.7248641552972136,0.07366023295400065
0.5869096652506536,0.06794974002005887,0.7292747138059711,0.07741832221597664
0.5903901704922571,-0.277647325638404,0.7347736838374648,0.0735454389725374
0.5914488057273743,0.06861379629473219,0.7390663667901352,0.0762876157493129
0.5937099680284985,0.07247335238681737,0.7442081501723806,0.07237084328879596
0.5949333887974275,-0.3044727647383281,0.7489765152740959,0.07575725325714777
0.5974069999903553,0.0737704519846357,0.7549802186992534,0.07073818991942303
0.6017684297238897,0.07060143392685447,0.7657108748764117,0.07050087064048585
0.603060721384865,-0.3114596583098849,0.7762534642192849,0.06736899319647101
0.6114434359382845,-0.32097678680080194,0.7867079756179014,0.06489165006362445
0.6154282336425718,-0.31733624215751377,0.7953765872922944,0.06377761990309481
0.6189812977687219,-0.3289124062340406,0.803354133183575,0.05968955638053434
0.6228949021706192,-0.32566417002367676,0.8117424692582033,0.058861558989659855
0.6269722208111637,-0.3307120358895913,0.822574177470395,0.051370725297620705
0.6346474456958425,-0.3325837835627334,0.8376937959535733,0.047591258730251364
0.6428481953929026,-0.3325626577442322,0.8522362405861819,0.035893696584513315
0.6497683215080883,-0.340352911716618,0.8619699661019802,0.03823783634083175
0.6572622482502368,-0.34295335492913426,0.8671881475969468,0.02685527131046248
0.6666547458573067,-0.34191856938634446,0.8772212412984225,0.028840159048071
0.6760222507952521,-0.33949780444613326,0.8893036085043684,0.014877989721608347
0.6858757713856565,-0.3406380855641452,0.8944109213608431,0.023935479354502867
0.6950177803456311,-0.34531568028392695,0.9038199840362933,0.013563447793586819
0.701502929250422,-0.3321354145085466,0.9132651830264709,0.012228255700726255
0.7051835337499903,-0.34609456688367907,0.9203990935518036,7.543958869780975E-4
0.7113904521439925,-0.33572698495888487,0.9281274548111907,0.007092175395271524
0.7221215932318947,-0.3382949570129473,0.9357121636853496,-0.008023182556501982
0.7336879257416945,-0.33693768438400046,0.946954294131858,-0.004655498264977007
0.7443792437932155,-0.3357605039753307,0.9620374308368771,-0.017917376836450928
0.7497525039310631,-0.3238230769033706,0.9786856138171398,-0.02770779873867515
0.7553065339085088,-0.33621073646029387,0.9885476695954778,-0.027265367322953524
0.7658498518177594,-0.3240760640960243,0.9961001233603957,-0.035639471644719166
0.774843741601676,-0.31440272668792485,1.0040847259109436,-0.03272080074929267
0.7857340742463274,-0.3225610616409976,1.0103615861330661,-0.04240128421438299
0.7985273037289946,-0.32561069064598525,1.0210010408393555,-0.043110854876613904
0.8092382440489115,-0.31028111818185883,1.037912248489664,-0.052427609090609215
0.8225612999896822,-0.3165125730331731,1.0478163622002168,-0.050491586358851794
0.8332139247281212,-0.2994706942994024,1.057043352236131,-0.05937148064645029
0.8377769562764603,-0.3186999009692164,1.074084760404492,-0.06447841791398219
0.8469600225633596,-0.30303901821291246,1.095149325771653,-0.07132970888812688
0.854735706922535,-0.31161501851975987,1.1166612207361795,-0.07797483741672324
0.8617189357675743,-0.29200299708020444,1.134093173611447,-0.08357902155913474
0.8753725077228824,-0.2969214276908747,1.15067257358936,-0.08876571739069991
0.8897976209864328,-0.29095989852269705,1.1669995230156691,-0.09292605531574588
0.9055006308449018,-0.2922357991174637,1.183817465404021,-0.09738539596582638
0.9185005562062211,-0.2821032998873327,1.201257015054054,-0.10216267936687061
0.9315374410839558,-0.28033969982338874,1.21892126206361,-0.10625268724757748
0.949919852960277,-0.2834632557097278,1.2366038111813515,-0.11026194436875207
0.9688998631061867,-0.27399310677319955,1.2545650692251367,-0.11368762062766821
0.987108574600301,-0.2703233723669262,1.2698808353758368,-0.11822343792656467
1.0070684101144016,-0.2713608082101476,1.2830777599967507,-0.11862576829723315
1.0291859334000515,-0.26578193526197197,1.2999709508841963,-0.11905433731419973
1.0511701360654198,-0.2627896411374162,1.3193932971465605,-0.12731872676070474
1.0731874468711984,-0.26551243172772054,1.338148689946543,-0.1269359321351011
1.0964555143283352,-0.2626096892140992,1.358069287354644,-0.1319267483258281
1.1191360978786147,-0.26400247555773365,1.3768100527357539,-0.13189034424148618
1.1375812561861751,-0.2527902917957805,1.3968608355760788,-0.13536252885921563
1.1456985888798201,-0.26814208942210543,1.4187432582969426,-0.137510502094101
1.1592617026532888,-0.25244127609899647,1.4387115342831258,-0.14019142336888393
1.1848493019210866,-0.2609048831711194,1.458299313759594,-0.14067712479112152
1.2011801539212525,-0.24341209332479166,1.4730274343493877,-0.14183531602068986
1.2134942597325145,-0.2571755567994602,1.4884340543583385,-0.14008230068951946
1.2279850027524017,-0.24408127119908676,1.512696033131347,-0.14413761108919498
1.2408858831212868,-0.25601368717188017,1.5365690173884743,-0.14457106714979673
1.2538272835819553,-0.24207840380797138,1.5522327512730887,-0.14295375296688187
1.2739396676750934,-0.25269734213026684,1.5616227260280224,-0.14374024144184877
1.300721885958534,-0.23760157733576556,1.5741542092259873,-0.1404806260814103
1.3279263997005195,-0.2413050857362276,1.5860833436398543,-0.14269726593202978
1.3559181461994032,-0.23631989530802772,1.5959723007138022,-0.139659834445176
1.374211157629272,-0.2394566772043991,1.610344340557369,-0.14175893863399938
1.386001573161464,-0.22720594829750543,1.6228320320927483,-0.13780764651496433
1.4097472076427353,-0.23288495994349803,1.638323952891634,-0.13909569156288934
1.442262686018926,-0.22189768554041567,1.6499999104556682,-0.13467039553857454
